"","bathrooms","bedrooms","building_id","created","description","display_address","latitude","listing_id","longitude","manager_id","price","street_address","interest_level"
"106",2,4,"1ee88dc70a7a729baa4a47b4f0f6ba4e","2016-06-24 08:09:22","Walk in and feel right at home in this over-sized true 4 bedroom 2 bathroom renovated duplex in the heart of East Village. The apartment has queens size bedrooms, 9"" ceilings, and extra large windows that drench the apartment in natural light. Moreover, there is premium wood-flooring throughout, as well as brand new appliances and counter-tops in the kitchen, and an abundance of cabinet a closet space! Plus a laundry room in the building! You will be living in this extra large and over-spacious apartment in the heart of East Village, right around the corner from all the popular bars and restaurants and a short walk to subway lines 6,B,D,F, & M!There is one month free***An Amazing Deal***<br /><br />Call Shragi: 888-207-5404<br /><br />***rent is net effective<br /><br /><p><a  website_redacted ","E 4th St",40.7242,7211464,-73.9842,"e90f2ded843cdb2efd65ef47d9fc8029",8000,"195 E 4th St","medium"
"107",2,5,"f58fc2c8aeef95dbebd4c1b0c362b7cc","2016-05-14 11:46:12","79 Stuyvesant Ave.$4,8005 bed 2 full bathDuplex2 living rooms. Skylights on the second floor.  2 refrigerators Dishwasher. Private roof deck patio. Fire escape. Exposed brick. Large rooms. 700+  credit with proof of income for 40 times the rent.Guarantors accepted.One month rent and one month security to move in.Pet Friendly.No Broker Fee.Text or email for a viewing.Crystal","79 Stuyvesant Ave.",40.6931,7014282,-73.9338,"908e2fdb7d9ac7d0d9220b60f1292c3a",4800,"79 Stuyvesant ave.","low"
"108",1,1,"fd0293b6b5832662ed191a544af04aa6","2016-05-05 21:34:22","*ACTUAL PHOTOS* Spacious & Renovated Home in the Heart of ASTORIA!*** Fee's Negotiable ***This HUGE home is located on the First Floor of a well maintained building with laundry. I have total market coverage in New York City with access to nearly every available listing in Manhattan, Queens, Brooklyn, the Bronx and all apartments listed on Bond New York's website, including any Exclusives. It would be my pleasure to assist you with finding your new home! Call, text or email to see TODAY!! Joel seven one eight nine zero nine six eight five zero Je parle Francais!!","29 Street",40.7636,6971932,-73.9259,"a4e0096175a7f299d0f6e67edf143891",1890,"31-49 29 Street","high"
"109",1,1,"379a891accd668964c9d2080cce45179","2016-05-12 05:43:43","Prime West Village Location Majestic spacious 1 bed in the heart of west. Elevator building with laundry!, carefully crafted prewar details are spread out through the unit. Including bright hardwood floors, high ceilings, and crown moldings. Sunlight floods the entire apartment. Amazing eateries, bars, coffeespots are a very close walking distance as well as the 1, A,C,E,B,D,F and M trains.<br /><br /><br /><br /><br /><br />For additional information or to schedule a meeting please contact me by email, text or to really get the ball rolling just call me and let?s chat. I have access to every apartment on the Bold New York website, as well as many more off market properties all over the city. I look forward to speaking with you about exactly what it is that you want, and even happier still to help you get it!! Let?s go take a look at your new place! Best, Matthew<p><a  website_redacted ","West 13th Street",40.7372,7002227,-73.9981,"638ed61433b8d4a30d9498bd516d65cb",3300,"117 West 13th Street","medium"
"110",1,0,"221d9b06695b63be60ff4efcdfea0e61","2016-05-09 02:44:06","THE APT-SPACIOUS STUDIO FEATURING BRAND NEW RENOVATIONS,HIGH CEILING,GREAT LIGHT EXPOSURE WITH WINDOWED KITCHEN,GREAT AMOUNT OF WALK IN CLOSET.FULL WALL TO DIVIDE ALLOW!<br /><br />THE BUILDING-THE BUILDING - FULL TIME DOORMAN LOCATED IN PRIME BEEKMAN PLACE FEW MIN WALK FROM UNTIED NATIONS AND NEAR BY PETER DETMOLD PARK IS EXCELLENT FOR DOG OWNERS.<br /><br />KOBI DAN kagglemanager@renthop.com<br /><br /><p><a  website_redacted ","Beekman Place",40.7535,6985226,-73.9648,"293a5d2579bc2eb7b20736ae2395e9e5",2700,"20 Beekman Place","low"
"111",1,2,"b215bef22df6ec0b76c5db517cd807a1","2016-04-25 02:58:57","Tons of closet space,Renovated Kitchen, Dishwasher, Washer-Dryer in the unit,Queen size bedrooms, Spacious living space,Email/Call/Text me for an exclusive showing!Bond New York is a real estate broker that supports equal housing opportunity.Bond New York is a real estate broker that supports equal housing opportunity.<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","Bethune Street",40.7368,6922201,-74.0075,"05a5fa4dd06e3f64d73d88d7a6885a51",4400,"31 Bethune Street","low"
"112",1,2,"0","2016-05-17 14:25:42","Spectacular luxury building located in the heart of Upper East Side , close to all the transportation, restaurants and bars. The building features 24 hour doorman, fitness center and roof top.<br /><br />The apartment is already converted to a 2 bedroom. Granite kitchen and marble bath.<br /><br />For the best customer service in the search of YOUR HOME call Orhan @ 389-233-0354<br /><br /><p><a  website_redacted ","E 63",40.7738,7025239,-73.9879,"4e59df2dd8eeda7d96e5db7d14cdf119",3495,"245 E 63","low"
"113",1,2,"fc5ab5c4b03ed9dff609bcd3c032ed4b","2016-06-29 05:04:39","","Rivington Street",40.7204,7231418,-73.9887,"d1737922fe92ccb0dc37ba85589e6415",2750,"90 Rivington Street","low"
"114",3,3,"a89aa0306d9eab17f6a36c4a01aa6029","2016-06-12 13:29:29","        Breathtaking penthouse 3-bedroom 3-bathroom duplex! Massive private outdoor terraces on each floor of the unit with stunning Hudson River views. Custom marble bathrooms, Bosch appliances, white oak flooring, and washer/dryer in the unit. The building has full-time concierge and a fitness center. Located just steps from the riverfront. The High Line and the Whitney Museum just a couple blocks away and a short walk to the A/C/E and L trains.","Horatio Street",40.7387,7152259,-74.0092,"d5d246c9d9d4e7079e5a0fc962d2f1a7",15500,"110-114 Horatio Street","low"
"115",1,0,"8b11edf637954c681fe9cc79052e6812","2016-06-26 02:36:11","This residence redefines the luxury rental.  Conveniently located on the Upper West Side, this pre-war gem has been completely transformed with sleek art directed interiors and all the conveniences and amenities of a five-star hotel.  It offers its residence the highest level of service from the moment you step into the doorman-attended lobby, which has been exquisitely restored.All apartments feature high ceilings, beautiful wide plank oak floors and double-pane energy efficient windows with electric shades.  The custom designed kitchens are appointed with impressive quartz countertops and backsplashes, custom cabinetry and high-end appliances including Liebherr refrigerators, Smeg ranges and Grohe fittings. The elegant baths feature dramatic floating vanities, deep soaking tubs, high-end fixtures and heated porcelain tile floors. This home also has a Bosch Axis washer/dryer.<br /><br />A lavish residence as such would not be complete without an urban spa with everything you need to keep fit including the oversized lap pool, a state-of-the-art fitness center featuring Techno Gym equipment, and a spacious yoga/Pilates studio. Residence can enjoy massage services as well as the sauna, steam room and hot tub.  Families with young children will appreciate the kid?s playroom.<br /><br />The sprawling roof top terrace is beautifully appointed and landscaped with lush gardens.  There is also an outdoor theater and inviting lounge.  Tenants have concierge services by the world renowned Abigail MichaelsPlease feel free to contact to discuss your apartment needs.Bambi kagglemanager@renthop.com<br /><br /><p><a  website_redacted ","W End Ave.",40.7928,7218045,-73.9748,"9dabdb9265d1817435c38f5488d90141",2600,"666 W End Ave.","high"
"116",1,0,"cb14c4f807f23ecee1f7469b5159d2de","2016-06-01 05:25:46","An amazing studio apartment. This units interior features planked hardwood floors, stainless steel gourmet kitchen, over sized windows, washer/dryer in unit, and so much more. The building has an array of amenities such has, garage, fitness center, lounge, roof top deck, along with other comforts. This luxury building is located in the newly revitalized Financial District.<br /><br />To Schedule a viewing please call or text Justin @ 498-701-6489 or email kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ","Wall St.",40.7047,7091431,-74.0076,"501b52559fd21b32808030a0f4fb1a26",2815,"95 Wall St.","low"
"117",1,1,"0","2016-04-12 01:10:40","This is a fantastic rental. I recommend you schedule a viewing ASAP. It's a quiet, spacious, gut renovated, 1 bedroom and the Chelsea neighborhood is terrific.You'll love the apt's large windows, hardwood floors, and exposed brick in the bedroom. Nice touches add to the apartment's unique feel including high ceilings.The windows let in plenty of sunlight to cheer you up even during a mid-winter day. The onsite laundry is a nice time-saver.The eat-in kitchen was recently renovated and has new countertops and tile floors. You'll find a full-sized refrigerator with an ice maker and high-end, stainless steel appliances.The bedroom has hardwood flooring, a window that opens, and good storage. The bedroom is not huge, but it's not tiny either. The bedroom should have space for a queen sized bed.There's lighted and clean hallways.Please contact me today for additional questions. I'll be more than happy to help. ","Ninth Avenue",40.7477,6856970,-74.0009,"e28372ddd144d86e64a35483f8a02e9b",2549,"239 Ninth Avenue","low"
"118",1,1,"20623ec2c6e1962d917680bfd1535d8a","2016-05-19 01:45:07","","West 57th Street",40.7714,7035180,-73.9929,"62b685cc0d876c3a1a51d63a0d6a8082",4200,"625 WEST 57TH STREET","low"
"119",1,1,"049cc87c01ee103027d320c6a25a78b3","2016-06-02 03:30:19","        ","Center Boulevard",40.7474,7097027,-73.9566,"47a651c2951eddcb06e8a79d6b1f28a9",2995,"4610 Center Boulevard","low"
"120",2,3,"1be9c496f7bdff4a552e3d4e91f915f8","2016-04-20 06:11:22","THIS IS A LARGE 2BED 2BATH (flex 3) APARTMENT IN HEART OF FINANCIAL DISTRICT. Apartment features extra high ceilings, pass-through kitchen, hardwood strip floors, and over-sized windows.<br /><br />Building located right on Wall Street. 24-hour Concierge; fitness center, laundry, terrace, basketball court, parking garage, storage and valet.<br /><br />The building is located right in front of the 2 and 3 train. 3 minute walk to A/C/2/3/4/5/J/Z. Just a short walk to hottest bars and restaurants, pharmacies, retail stores, and grocery stores.<br /><br />FOR PRIVATE SHOWING EMAIL ME AT: kagglemanager@renthop.com OR text/call 250-077-5947<p><a  website_redacted ","Wall St.",40.7064,6901739,-74.01,"a3e48fc07f9cfbdd316fe85f2a20e367",4900,"45 Wall St.","low"
"121",1,1,"67c9b420da4a365bc26a6cd0ef4a5320","2016-04-26 02:28:52","CooperCooper.com :: Listing ID #8AA.8091; Access 1000s of Unique Listings Online; APARTMENT FEATURES: Terrace; BUILDING AMENITIES: Rental, Pre-War, Mid-Rise, Doorman, Elevator; AREA/NEIGHBORHOOD: Lemongrass Grill, Wolfgang's Steakhouse, Tudor City Historic District, Access to 4/5/6/7/S Subways, Access to the M16, M34, X68, D'Agostino's, Food Emporium, AMC Loews Theaters, Pierpont Morgan Library, New York Public Library, 2nd Avenue Deli; CONTACT US: For more information or to schedule a viewing, call Cooper &amp; Cooper at 000-420-2751 or email: kagglemanager@renthop.com; HELPFUL LINKS: Find A C&amp;C Associate - CooperCooper.com/Associates; Search 1000s Of Apartments - CooperCooper.com/SearchRentals; Attend Our Next Buying Seminar - CooperCooper.com/BuyingSeminar; Read Reviews - CooperCooper.com/Testimonials","East 38th Street",40.7488,6924542,-73.977,"6e5c10246156ae5bdcd9b487ca99d96a",4500,"137 East 38th Street","low"
"122",1,2,"50381845a5cdee7bc14f315efa7c96d2","2016-05-14 14:28:31","GORGEOUS, STUNNING AND SPACIOUS CONVERTIBLE 2BR, 1BATH APARTMENT ON THE UPPER EAST SIDE/YORKVILLE SECTION OF TOWN.  THIS IS LOCATED BETWEEN 1ST & 2ND AVENUES IN THE LOW 90'S CLOSE TO GRACIE MANSION, CARL SCHURZ PARK AND THE EAST RIVER PROMENADE.  WALKING DISTANCE TO THE 4,5, & 6 AND CLOSE  MANY BARS, RESTAURANTS AND SHOPS.   THE APARTMENT ITSELF IS UNIQUE AND BOASTS NEWLY FINISHED WOOD FLOORS, FRENCH DOORS, LOTS OF WINDOWS AND NATURAL LIGHT, AND BEAUTIFUL FINISHED IN MAHOGANY WHICH MAKE THIS QUITE AN ATTRACTIVE APARTMENT. THIS KITCHEN HAS A MW AND A SEPARATE EXTENDED COUNTER AREA AS WELL AS ALL MODERN CHROME APPLIANCES.  THE BATHROOM IS FINISHED IN LOVELY SOFT COLORED TILE WITH SPARKING WHITE TUB AND COMMODE.  YOU HAVE TO SEE IT TO BELIEVE IT.  QUITE A DEAL.  AS THIS IS PRICED BELOW THE MARKET, IT WILL GO QUICKLY. I SUGGEST THAT YOU CONTACT ME, PAULINE, IMMEDIATELY AND I WILL BE DELIGHTED TO SHOW YOU THIS BEAUTY BEFORE IT IT TAKEN. ","341 EAST  90 STREET",40.7797,7014367,-73.9478,"b37f269315c8e5b199752d04e62f6ec5",2550,"341 EAST  90 STREET","low"
"123",1,1,"0","2016-06-10 03:38:26","Location: 184th and BennettSubway: 1 blocks to A express @ 181st (184th St entrance)SAM KIERNAN (918-807-5678  |  kagglemanager@renthop.com amazing first floor one bedroom has granite counter tops, stainless steel appliances and a wonderful space with closets for CHEAP! This deal doesn't happen everyday so CALL and be the first one to see this GEM of a unit. Available for an asap move in date.Apt Features:** HARDWOOD FLOORS THROUGHOUT** HEAT AND HOT WATER INCLUDED** LARGE LIVING SPACE**QUEEN SIZED BEDROOM** FULLY RENOVATED BATHROOM**PET FRIENDLYLet's DRIVE to see this and any other listing that fits your criteria. I have extensive knowledge of the market with  100's of exclusive listings that Bohemia has to offer. Let's look in luxury and make your search stress free!â¬¨â¬¨-PICS ARE OF ACTUAL UNIT-â¬¨â¬¨SAM KIERNAN(617) kagglemanager@renthop.com","West 184th St",40.8522,7135424,-73.935,"2e702e85bade458213ddc2b8d6ab3e44",1700,"703 west 184th st","low"
"124",1,2,"0","2016-05-11 01:31:36","****Low Cost*** Great Location****Renovated**** Amazing two bedroom apartment in Inwood. Unit features hardwood floors, ample exposure to sunlight, high ceilings, a full bathroom, and a large kitchen with appliances. Conveniently located on a tree lined block among several restaurants, retail stores, bars, and just a short walk to Fort Tryon Park and the 1 and A train. Feel free to contact me with any questions or to schedule a private showing of this unit or any others on our site. ","Arden Street",40.8618,6992746,-73.9268,"379e9c250a70372e5cb50b3edce15127",1625,"25 Arden Street","low"
"125",2,3,"3e7e1a4f81b11d093084c4169c0c4dd1","2016-06-17 06:12:46","Beautiful building in prime Gramercy location. This building is close to Union Square, Subway lines and beautiful parks. The building is located in a quiet residential area.Stunning true 3 bedroom apartment. Each bedroom has big windows that which allows for plenty of sunlight if desired. The living is spacious and very bright. Custom built closets in all bedrooms . THIS IS THE ONLY TRUE 3 BEDROOM IN GRAMERCY FOR THIS PRICE!<br /><br />Contact James to set up an appointment (188-302-3701 or kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ","East 19th Street",40.735,7178349,-73.9823,"ab8c9250b384ccd4867aac5498d9a78f",5700,"310 East 19th Street","low"
"126",1,3,"1edde1c89233fb1b1a38c53e992b0756","2016-06-20 18:29:53","Prime Gramercy Location, close proximity to subway.<br /><br />Massive, newly renovated flex 3 bedroom apartment featuring king size bedrooms, great living space, gourmet kitchen with stainless steel appliances (dishwasher and microwave) , granite countertops; full bathroom; oversized windows, new flooring, ample closets including 2 walk in closets, video intercom.<br /><br />Elevator , laundry, free parking, rent stabilized. All utilities included in rent! ( heat, hot water, gas and electric)* concessions are based on current availability and move in date.<br /><br /><p><a  website_redacted ","First Avenue",40.7318,7184041,-73.9822,"8262449f40e9117f7a9ea49b4a333993",3860,"252 First Avenue","low"
"127",1,0,"c59a48ffcfb43cc12c9569ed1e8e2d8f","2016-06-14 12:39:39","Light filled studio on East 70's & York available for immediate occupancy! UTILITIES INCLUDED!!APARTMENT:--Separate windowed kitchen with maple wood cabinets and ample storage space--Tiled and full windowed bathroom with under the sink cabinet storage--Floor to ceiling closets, blonde hardwood floors, heigh ceilings<br /><br />LOCATION:--Very close to the FDR walking/biking/running path--Well maintained brownstone building on a quiet tree-lined block--Cross town bus around the corner and close to the M15 bus stop & 6 train<br /><br />This unit is available now! Contact Jemini via text, email, or phone for more information or to schedule a viewing! kagglemanager@renthop.com 501-606-3449.<br /><br /><p><a  website_redacted ","East 78th Street",40.77,7157558,-73.9489,"e6472c7237327dd3903b3d6f6a94515a",1900,"535 East 78th Street","low"
"128",1,1,"99eb2de0855db6ce80167f48adc5458e","2016-05-05 04:38:31","ALL UTILITIES ARE INCLUDED! GUT RENOVATED 1 BEDROOM APT WITH A LOT OF LIVING SPACE! FULLY EQUIPPED AND SEPARATE KITCHEN, MARBLE BATH, LOTS OF LIGHT!! AND TONS OF CLOSETS!<br /><br />LUXURY BUILDING: WELCOMING LOBBY, 24/7 DOORMAN, FURNISHED ROOF DECK WITH BBQ GRILLS AND INCREDIBLE VIEWS, LAUNDRY FACILITIES, LIVE-IN SUPER AND MORE!!<br /><br />LOCATED IN THE HEART OF UPPER WEST SIDE, BABY STEPS TO SUBWAY STATION, CENTRAL PARK AND OTHER MAJOR ATTRACTIONS!<br /><br />PLEASE TEXT, EMAIL OR CALL ME AT YOUR EARLIEST CONVENIENCE FOR ADDITIONAL QUESTIONS. I'LL BE MORE THAN HAPPY TO HELP!<p><a  website_redacted ","W 100 St.",40.7974,6968753,-73.9708,"3d61dc38744a7f36140c27520060db59",2695,"250 W 100 St.","low"
"129",1,3,"1be9c496f7bdff4a552e3d4e91f915f8","2016-05-21 05:38:08","Unit features: High ceiling, Oak wood floors, Large windows, Great light, LARGE closets, Gourmet kitchen, with a beautiful marble white bathroom, massive in space, highly wanted building! Flex 3!<br /><br />Magnificent Venetian-Style Lobby, Twenty-four hour, concierge and doorman, Fully equipped, state-of-the-art fitness center, Valet services including dry cleaning, laundry and housekeeping available, On-site Parking available, On-site ATM Machine, The Lookout: outdoor roof deck overlooking New York Harbor and Battery Park.  Enjoy sunset gazing, entertainment, or simply relaxing. Large outdoor plaza provides open space for relaxation and greeting guests. Complimentary Sunday brunchPet Friendly. Private laundry room on every floor. Storage Facilities available. Free WiFi<br /><br />For a private showing Contact me directly . email kagglemanager@renthop.com or Call/Text 991-870-3267EDWIN<br /><br /><p><a  website_redacted ","Wall Street",40.7062,7049852,-74.0099,"2aa9bfa5f67ed9997ea341dee8a3a271",3750,"45 Wall Street","low"
"130",1,0,"826fcff7bdea9b58451113ba492304b2","2016-05-08 05:25:00","4TH ST/ 2 AVENUE!! BEAUTFUL STUDIO WITH HIGH CEILIGNS, SS APP KITCHEN! GUT RENOVATED UNIT!Renovated with exposed brick walls, a gut renovated stainless steel appliances kitchen, granite counter tops, dishwasher, and full appliances. East facing views and great sun light exposure. Oak floors throughout the entire unit!  Gorgeous unit located in the East Village neighborhood near by restaurants, coffee shops and nighttime life! *low fee<br /><br />To view feel free to call email Lior (402-600-7123 kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ","East 4th Street",40.7255,6983985,-73.9884,"2a1ee03b449700c3a15dd8c9a505c525",2400,"108 East 4th Street","medium"
"131",1,2,"81062936e12ee5fa6cd2b965698e17d5","2016-05-03 01:40:55","* Unit 707 is a one bedroom plus home office <br /><br />20 Exchange Place, designed by Cross & Cross, was constructed in 1931 as the City Bank Farmers Trust Building. At that time it was the 4th tallest building in the world and it remained among the top ten tallest buildings in New York until 1970. In 1996, the building was designated a City Landmark by the New York City Landmarks Preservation Commission. Apartments feature 11 foot ceilings, modern kitchens with state-of-the-art stainless steel appliances and custom European cabinets, elegantly appointed baths with marble floors, contemporary tiling, and custom sinks and vanities. 20 Exchange showcases a Sun Deck: soak up the sun or just sit and enjoy the views, Gym: State-of-the-art Techno Gym cardio and weight training equipment, and Lounge: Relax, Read, Play Billiards or entertain in the lounge.","Exchange Place",40.7054,6955091,-74.0095,"e6472c7237327dd3903b3d6f6a94515a",4275,"20 Exchange Place","low"
"132",1,2,"a3a2595a7df0a11d8e51dc7f10691308","2016-04-15 06:33:43","55TH ST! GORGEOUS TWO BED W/ PRIVATE PATIO/ WASHER AND DRYER/ EXPOSED BRICK WALLS, STAINLESS STEEL APPLIANCESThis is a Gut Renovated Large 2 Bedroom/ 1 BATH with a Fully Lit Private Patio and Washer & Dryer in unit featuring: Ebony Hardwood Floors Recessed Lighting Carrara Marble Counter-tops Brand New Stainless Steel Appliances Espresso cabinets Crown and Baseboard Moldings Luxury Bathroom with intricate mosaic tile work In-Unit Premium Bosch Washer & Dryer Private Patio<br /><br />To view feel free to call email Lior (170-304-7893 kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ","East 55th Street",40.7571,6879344,-73.9647,"cb87dadbca78fad02b388dc9e8f25a5b",3300,"344 East 55th Street","medium"
"133",2,3,"c9b5ba9bc3196fa92db7a662db0259e8","2016-05-14 02:27:05","This building offers studio, alcove studio, one-bedroom, two-bedroom, three-bedroom and four-bedroom apartments in a variety of well-designed, thoughtful and efficient layouts. All apartments feature hardwood floors, gourmet kitchens with granite countertops and stainless steel appliances, thermopane operable windows and an in-home washer/dryer. AMENITIES: the building also presents inspired service and amenities to cater to your demanding lifestyle and surround you with comfort. Amenities include 24/7 Attended Lobby, Fitness and Wellness Center, Rooftop Restaurant, Coffee Shop, Full-Service Market, and children?s playroom. CALL NOW!! Aaron 877-414-4100 or Tomer 877-414-4100 *Pictures are of similar units**Rent advertised is net effective after factoring 2mo free rent on a 14mo rent<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","Pine Street",40.7065,7010168,-74.0077,"5599e962719af3ccc2976855c2d5893c",7929,"70 Pine Street","low"
"134",1,0,"80a120d6bc3aba97f40fee8c2204524b","2016-05-09 03:53:26","FOR AN EXCLUSIVE SHOWING CONTACTBRITTANY POPE650-570-0521email:kagglemanager@renthop.com FEATURES:-HIGH CEILINGSTONS OF CLOSET SPACE-HARDWOOD FLOORS-TONS OF LIGHT-FLEX 1BUILDING FEATURES:-24 HOUR DOORMAN-ELEVATOR-FITNESS CENTER-RESIDENCE LOUNGE-LAUNDRY FACILITY-DRY CLEANING SERVICES-ROOF DECK-COMPLIMENTARY AMENITIESNO FEE!!!FOR AN EXCLUSIVE SHOWING CONTACTBRITTANY POPE650-570-0521email:kagglemanager@renthop.com<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","Water Street",40.7073,6986382,-74.0046,"b20626984bc9569c6e274dc3a992aeb9",2850,"200 Water Street","medium"
"135",1,3,"c6aa6f95f074066eba3f89d3c9526227","2016-05-24 03:30:57","NO FEE! RENOVATED THREE BEDROOM APARTMENT w TWO BALCONIES . LOCATED PERFECTLY IN THE HEART OF GRAMERCY! THIS APARTMENT JUST GOT GUT RENOVATED FOR YOU/ IT WILL GET YOU A DISHWASHER, WASHER & DRYER, CHEF'S  KITCHEN AND ALL STAINLESS STEEL APPLIANCES! NO FEE! THIS APARTMENT OFFERS YOU THE FINEST PERKS YOU COULD DREAM OF: MARBLE BATH, EXPOSED BRICK, FRENCH DOORS, MOLDING DECOR, FULL SIZE APPLIANCES AND A NICE SIZE LIVING ROOM. HIGH CEILINGS, POLISHED HARDWOOD FLOORS & RECETS LIGHTS ARE THERE TO COMPLETE A LUXURIOUS NEW LOOK! THIS APARTMENT DEMONSTRATES A PERFECT LAYOUT TO ALLOWS YOU MAXIMIZING THE SIZE POTENTIAL. IT IS SITUATED IN A NICE, RENOVATED & WELL MAINTAINED BUILDING. EXCELLENT FIND FOR THIS PRICE IN THIS MARKET FOR A 3 BEDROOM! TO DISCLOSE MORE DETAILS AND TO SCHEDULE A PRIVATE SHOWING PLEASE EMAIL ADAM TO kagglemanager@renthop.com OR BETTER CALL 501-606-3449 TO SCHEDULE A PRIVATE SHOWING. GOOD LUCK ON YOUR APARTMENT HUNT! BEST, ADAM<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","E 26 St.",40.7406,7059310,-73.9809,"e6472c7237327dd3903b3d6f6a94515a",4895,"213 E 26 St.","medium"
"136",1,2,"0b874e8962538517da326eec0623dd8e","2016-05-09 03:03:20","LUXURY LIVING_GREAT SHARE_DOORMAN_GYM_TENNIS & BASKETBALL COURTSAll Utilities Included!!! Rent Stabilized!!! Pet Friendly!!!Recently Renovated One Bedroom Residence convertible to Two Bedroom. This Beautiful Oversized Home features: High Ceilings, Beautiful Hardwood Floors, Large Windows, Lots of Natural Light, Expansive Living Room with separate Dining Area, Spacious Bedroom that easily accommodated king size bed, Custom Bathroom, Ample Closet Space, Massive Walk-in Closet and Windowed Top-of-the-line Granite KitchenLocated in a Luxury Doorman Building with Lavish Amenities: Concierge, On-site Parking, In-Building Storage, Laundry, Seasonal Greenmarket, Ice Rink, Tennis & Basketball Courts, Dynamic Kid?s Playground, Housekeeping, Study/Business Center, and State-of-the Art Fitness Center.The Area provides unbeatable blend of City Energy and Community Tranquility, providing insulation from the city that surrounds it, yet situated in to Manhattan?s most dynamic and exciting neighborhoods.To view call Mariana 400-785-0856","EAST VILLAGE/GRAMERCY",40.731,6985643,-73.9831,"5f60c639225516384a2b6496caa20a2a",3348,"225 First Avenue","medium"
"137",2,3,"79fe30ac190d7b72de8ab14e04221068","2016-04-04 02:44:59","A new boutique building in the heart of midtown Manhattan just slightly north of Chelsea and close to Hell's Kitchen. The rooftop deck with private screening area is perfect for summertime movie night. Year round residents stay fit in their private gym featuring PRECOR cardio equipment and a yoga studio. Steps away from all of Hell's Kitchen fine restaurants and amazing night life on 9th ave.<br /><br />Stylish and light filled homes that include floor to ceiling windows with custom solar shades, solid white oak floors, private outdoor spaces, ceiling heights starting from 9' and individual washer and dryers. Sleek and modern kitchens are replete with stainless steel energy efficient appliances, wine refrigerators and CaesarStone counter tops. Deluxe baths with deep soaking tubs and rain shower heads compliment the detailed design throughout the building. Conv 3br<br /><br />Samuel Varhan kagglemanager@renthop.com<br /><br /><p><a  website_redacted ","W 37 St.",40.7561,6820665,-73.9965,"c6dfca01693109b474ca13156e442893",4500,"431 W 37 St.","medium"
"138",2,2,"7bf1fffad987a227215cdbc5fe24fbf1","2016-06-25 03:55:25","Prime Midtown East location  ( E 52nd st)<br /><br />Hardwood flooring, Great storage, 2 king size Bedrooms ,Hardwood floors throughout, large windows, massive living room, 2 full marble bathrooms.Central AC and heat in unit is controlled individually by each unit.<br /><br />24H doorman, elevator, laundry, lounge, gym.<br /><br /><p><a  website_redacted ","East 52nd Street",40.755,7215349,-73.9636,"8262449f40e9117f7a9ea49b4a333993",4120,"429 East 52nd Street","low"
"139",2,2,"fe9af6971649fc129f4e5652e0f9311b","2016-06-16 02:27:00","Rent reflects 1 month free rent (Net effective rent). This Sun Flooded South West Corner Convertible Three Bedroom Home is Perhaps The Neighborhood's Best Deal. Featuring a Balcony, Corner Formal Dining Room (or Third Bedroom) Windowed Kitchen, Master Bedroom with Ensuite Windowed Bathroom, Ample Closets throughout - including a large walk-in. Full Time Doorman Plus Concierge, Common Roof Deck with breathtaking views, Lobby Level Laundry Room and more. PS 290. No Pets and No Smokers Please<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Elie Khen for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> ","301 East 79th Street",40.7733,7167209,-73.9544,"b4ddf1c8223e7c2c53b5ba7160d7e16a",5075,"301 East 79th Street","low"
"140",3,2,"5fb51b0c45b2ea4bc8bbeaa5c7c4895a","2016-06-26 02:12:35","DELUXE SIZED 2 BED 2.5 BATH APARTMENT HOME THE LIVING/DIVING ROOM IS MASSIVE! With two exposures, eat-in kitchen, and plenty of closets! The Bristol is a well-known prestigious New York address in the sophisticated Sutton Place neighborhood. All its apartments are unusually large. Amenities are among the best to be found in Manhattan, including an attentive, responsive staff, a fitness center and children's playroom, terraced gardens, and landscaped rooftop sun deck for watching the city below, or contemplating the stars above. Call/Email Or Text 942-820-5289 Today To Schedule An Appointment. I Am Here To Help! ***NO BROKER FEE*** Pictures depict typical apartment finishes in the building.*Price and any concessions can change at any time without a prior notice, are subject to availability<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Jesse Blok for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> ","East 56th Street",40.7579,7217565,-73.9653,"8f1345abebd72a5db03e3305fd2837cf",7695,"300 East 56th Street","low"
